@relation 'output-weka.filters.unsupervised.attribute.MergeTwoValues-C1-F1-S3-weka.filters.unsupervised.attribute.MergeManyValues-C1-Lmerged-R2,3,4-weka.filters.unsupervised.attribute.RenameNominalValues-R1-Nsplacona_cz_splacona:dobry,merged:zly-weka.filters.unsupervised.attribute.Remove-R10-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,1-weka.filters.unsupervised.attribute.Discretize-B5-M-1.0-R2-precision6'

@attribute 'kwota kredytu' numeric
@attribute wiek {'\'(-inf-30.4]\'','\'(30.4-42.8]\'','\'(42.8-55.2]\'','\'(55.2-67.6]\'','\'(67.6-inf)\''}
@attribute plec {kobieta,mezczyzna}
@attribute 'rodzaj zrodla dochodu' numeric
@attribute 'miesieczny dochod netto' numeric
@attribute 'ktore rolowanie' numeric
@attribute 'okres w jakim pobieral dochod' numeric
@attribute 'okres w jakim bedzie pobieral dochod' numeric
@attribute 'status pozyczki' {dobry,zly}

@data
300,'\'(42.8-55.2]\'',kobieta,98,911,6,99,48,dobry
300,'\'(55.2-67.6]\'',kobieta,13,714,0,223,48,dobry
240,'\'(55.2-67.6]\'',kobieta,16,634.64,5,137,48,dobry
300,'\'(42.8-55.2]\'',kobieta,12,1038.68,2,22,26,dobry
500,'\'(30.4-42.8]\'',kobieta,11,1920.35,0,98,48,zly
500,'\'(67.6-inf)\'',mezczyzna,13,1032,0,120,48,zly
500,'\'(55.2-67.6]\'',mezczyzna,13,1530,0,36,48,dobry
300,'\'(42.8-55.2]\'',kobieta,16,1103.04,0,175,48,zly
600,'\'(67.6-inf)\'',mezczyzna,13,2547,0,196,48,dobry
300,'\'(-inf-30.4]\'',kobieta,12,1500,5,5,6,dobry
500,'\'(30.4-42.8]\'',kobieta,11,2400,5,114,48,dobry
249.3,'\'(55.2-67.6]\'',kobieta,16,2100,1,40,48,dobry
300,'\'(67.6-inf)\'',kobieta,13,1536,1,37,48,dobry
300,'\'(30.4-42.8]\'',mezczyzna,13,1046.34,0,169,48,zly
200,'\'(30.4-42.8]\'',kobieta,99,2290.55,3,19,20,dobry
500,'\'(30.4-42.8]\'',mezczyzna,11,2180.09,0,51,48,dobry
500,'\'(55.2-67.6]\'',kobieta,13,1431,0,248,48,dobry
300,'\'(67.6-inf)\'',kobieta,13,1167.94,1,370,48,dobry
300,'\'(55.2-67.6]\'',mezczyzna,13,1534.86,0,58,48,zly
300,'\'(55.2-67.6]\'',kobieta,16,735.11,0,72,48,zly
327,'\'(42.8-55.2]\'',kobieta,11,2065.98,0,180,48,dobry
200,'\'(55.2-67.6]\'',mezczyzna,13,929.58,0,8,48,zly
299.23,'\'(42.8-55.2]\'',kobieta,11,1400,2,162,48,dobry
200,'\'(42.8-55.2]\'',mezczyzna,16,1045,5,200,48,dobry
500,'\'(67.6-inf)\'',kobieta,16,1401,0,76,48,dobry
400,'\'(30.4-42.8]\'',mezczyzna,11,1300,0,46,48,dobry
200,'\'(-inf-30.4]\'',mezczyzna,99,1500,0,4,6,dobry
300,'\'(55.2-67.6]\'',kobieta,13,1100,3,106,48,dobry
300,'\'(55.2-67.6]\'',mezczyzna,15,1100.79,1,91,48,dobry
300,'\'(67.6-inf)\'',mezczyzna,13,1426,6,78,48,dobry
300,'\'(42.8-55.2]\'',mezczyzna,11,1360,2,121,48,dobry
500,'\'(42.8-55.2]\'',kobieta,17,990,2,73,48,dobry
500,'\'(42.8-55.2]\'',mezczyzna,11,2080,0,319,48,dobry
300,'\'(30.4-42.8]\'',kobieta,12,1050,0,6,7,zly
244.61,'\'(55.2-67.6]\'',kobieta,13,1525.46,1,37,48,dobry
558.03,'\'(55.2-67.6]\'',kobieta,13,3700,6,28,48,dobry
200,'\'(55.2-67.6]\'',kobieta,98,980,5,11,48,dobry
200,'\'(-inf-30.4]\'',mezczyzna,12,1100,1,34,48,dobry
200,'\'(42.8-55.2]\'',kobieta,12,984.34,5,19,20,dobry
300,'\'(-inf-30.4]\'',mezczyzna,11,1625,0,24,48,dobry
500,'\'(30.4-42.8]\'',mezczyzna,12,2260,0,3,4,zly
281.61,'\'(42.8-55.2]\'',mezczyzna,11,2100,3,39,48,dobry
500,'\'(-inf-30.4]\'',mezczyzna,11,2327.94,2,36,48,dobry
400,'\'(55.2-67.6]\'',mezczyzna,16,1473.04,3,167,48,dobry
300,'\'(55.2-67.6]\'',kobieta,13,802.83,0,203,48,dobry
200,'\'(42.8-55.2]\'',kobieta,16,749.28,6,67,48,dobry
250,'\'(-inf-30.4]\'',mezczyzna,12,1500,0,8,8,dobry
400,'\'(67.6-inf)\'',mezczyzna,13,1339.62,0,143,48,zly
200,'\'(30.4-42.8]\'',kobieta,12,980,6,12,15,dobry
200,'\'(30.4-42.8]\'',kobieta,11,2505,0,166,48,dobry
400,'\'(55.2-67.6]\'',kobieta,13,1500,2,62,48,dobry
800,'\'(67.6-inf)\'',kobieta,13,2120,1,121,48,dobry
500,'\'(30.4-42.8]\'',kobieta,11,1870,0,112,48,dobry
200,'\'(55.2-67.6]\'',kobieta,13,1233,5,125,48,dobry
477.41,'\'(55.2-67.6]\'',mezczyzna,11,1250,1,67,48,dobry
299.28,'\'(67.6-inf)\'',kobieta,16,1235,1,35,48,dobry
200,'\'(67.6-inf)\'',mezczyzna,13,1642.87,0,71,48,dobry
200,'\'(55.2-67.6]\'',kobieta,16,634,5,53,48,dobry
500,'\'(55.2-67.6]\'',kobieta,13,1310,2,80,48,dobry
500,'\'(67.6-inf)\'',mezczyzna,13,1150,0,140,48,dobry
281.84,'\'(42.8-55.2]\'',kobieta,12,1032,6,40,40,dobry
200,'\'(55.2-67.6]\'',mezczyzna,13,1287.66,5,98,48,dobry
450,'\'(67.6-inf)\'',kobieta,13,1019,0,135,48,dobry
200,'\'(67.6-inf)\'',kobieta,13,803.86,6,160,48,dobry
530,'\'(55.2-67.6]\'',kobieta,13,1691.3,2,75,48,dobry
200,'\'(30.4-42.8]\'',kobieta,11,1000,1,63,48,dobry
500,'\'(42.8-55.2]\'',kobieta,16,2300,7,65,48,dobry
400,'\'(42.8-55.2]\'',kobieta,12,1000,6,34,34,dobry
400,'\'(55.2-67.6]\'',mezczyzna,12,1000,6,14,14,dobry
600,'\'(-inf-30.4]\'',kobieta,11,2100,1,25,48,dobry
200,'\'(42.8-55.2]\'',kobieta,11,1400,6,119,48,dobry
500,'\'(42.8-55.2]\'',mezczyzna,16,2150,0,83,48,dobry
618.26,'\'(55.2-67.6]\'',mezczyzna,13,3040,2,203,48,dobry
500,'\'(55.2-67.6]\'',kobieta,13,815,1,146,48,zly
300,'\'(67.6-inf)\'',kobieta,13,1300,3,195,48,dobry
300,'\'(42.8-55.2]\'',kobieta,11,2800,1,11,48,dobry
300,'\'(42.8-55.2]\'',kobieta,11,900,6,95,48,dobry
278.98,'\'(30.4-42.8]\'',kobieta,98,1200,6,48,48,dobry
400,'\'(55.2-67.6]\'',kobieta,13,1107,0,17,48,dobry
200,'\'(55.2-67.6]\'',mezczyzna,13,1162,6,223,48,dobry
500,'\'(55.2-67.6]\'',kobieta,13,1900,0,90,48,dobry
300,'\'(67.6-inf)\'',mezczyzna,13,1420,0,55,48,dobry
272.78,'\'(55.2-67.6]\'',kobieta,13,1658,6,31,48,dobry
700,'\'(55.2-67.6]\'',kobieta,13,2066,6,131,48,dobry
300,'\'(42.8-55.2]\'',kobieta,16,1500,1,4,48,dobry
512,'\'(55.2-67.6]\'',mezczyzna,13,1500,6,25,48,dobry
200,'\'(55.2-67.6]\'',kobieta,13,1635,6,122,48,dobry
800,'\'(42.8-55.2]\'',kobieta,13,3440,6,53,48,dobry
1000,'\'(30.4-42.8]\'',kobieta,98,6000,2,19,48,dobry
774.28,'\'(30.4-42.8]\'',kobieta,11,2200,2,39,48,dobry
300,'\'(42.8-55.2]\'',kobieta,11,2800,6,62,48,dobry
974.28,'\'(67.6-inf)\'',kobieta,13,2100,5,57,48,dobry
400,'\'(55.2-67.6]\'',kobieta,16,1411,3,68,48,dobry
399.66,'\'(30.4-42.8]\'',kobieta,11,1239.05,3,206,48,dobry
996,'\'(42.8-55.2]\'',mezczyzna,11,2500,2,206,48,dobry
438.12,'\'(30.4-42.8]\'',mezczyzna,11,1850,1,57,48,dobry
500,'\'(-inf-30.4]\'',mezczyzna,99,1225,0,4,14,zly
300,'\'(55.2-67.6]\'',mezczyzna,13,1573,1,91,48,zly
300,'\'(42.8-55.2]\'',kobieta,16,2300,0,65,48,dobry
1000,'\'(55.2-67.6]\'',kobieta,11,2670,5,90,48,zly
600,'\'(42.8-55.2]\'',kobieta,11,3200,6,56,48,dobry
450,'\'(55.2-67.6]\'',kobieta,13,1650,0,117,48,dobry
282.57,'\'(67.6-inf)\'',mezczyzna,13,1772.53,3,282,48,dobry
300,'\'(67.6-inf)\'',kobieta,13,1000,3,66,48,dobry
200,'\'(42.8-55.2]\'',mezczyzna,11,2284.23,1,302,48,dobry
1000,'\'(55.2-67.6]\'',kobieta,13,1530,0,27,48,dobry
975.25,'\'(55.2-67.6]\'',mezczyzna,13,2474,1,17,48,dobry
299.72,'\'(55.2-67.6]\'',kobieta,13,714,7,224,48,dobry
400,'\'(55.2-67.6]\'',kobieta,11,1500,5,87,48,dobry
200,'\'(42.8-55.2]\'',kobieta,11,1344.9,5,48,48,dobry
500,'\'(42.8-55.2]\'',kobieta,11,2500,2,235,48,dobry
200,'\'(30.4-42.8]\'',kobieta,12,1865,3,22,22,dobry
300,'\'(67.6-inf)\'',mezczyzna,13,562,2,83,48,dobry
324.56,'\'(55.2-67.6]\'',kobieta,13,1170,5,80,48,dobry
350,'\'(55.2-67.6]\'',mezczyzna,16,837,5,233,48,dobry
460,'\'(55.2-67.6]\'',kobieta,13,1013.74,6,115,48,dobry
800,'\'(55.2-67.6]\'',kobieta,13,1208,0,27,48,zly
500,'\'(55.2-67.6]\'',kobieta,13,1212,6,56,48,dobry
200,'\'(30.4-42.8]\'',mezczyzna,98,2000,0,16,48,dobry
200,'\'(55.2-67.6]\'',kobieta,16,684.64,0,343,48,dobry
300,'\'(42.8-55.2]\'',kobieta,11,1738.57,1,59,48,dobry
600,'\'(67.6-inf)\'',mezczyzna,13,1519,0,256,48,zly
292.28,'\'(55.2-67.6]\'',kobieta,13,936,4,33,48,zly
399.72,'\'(42.8-55.2]\'',kobieta,11,2368.57,0,412,48,dobry
200,'\'(55.2-67.6]\'',kobieta,13,670,2,68,48,zly
1000,'\'(55.2-67.6]\'',kobieta,13,930,0,133,48,dobry
600,'\'(55.2-67.6]\'',kobieta,16,892,0,203,48,dobry
700,'\'(67.6-inf)\'',kobieta,16,980,0,133,48,dobry
300,'\'(67.6-inf)\'',kobieta,13,1027,2,194,48,dobry
600,'\'(67.6-inf)\'',kobieta,13,640,0,141,48,dobry
400,'\'(55.2-67.6]\'',kobieta,16,2084.79,0,143,48,dobry
315.12,'\'(67.6-inf)\'',mezczyzna,13,960,6,142,48,dobry
667.77,'\'(55.2-67.6]\'',kobieta,13,930,3,96,48,dobry
299.28,'\'(55.2-67.6]\'',kobieta,16,1389,1,93,48,dobry
400,'\'(55.2-67.6]\'',kobieta,13,840,4,115,48,dobry
265.58,'\'(55.2-67.6]\'',kobieta,13,1189,6,72,48,dobry
200,'\'(55.2-67.6]\'',kobieta,13,720.19,4,95,48,dobry
200,'\'(67.6-inf)\'',kobieta,13,2120,0,121,48,zly
400,'\'(55.2-67.6]\'',kobieta,13,917,0,78,48,dobry
500,'\'(42.8-55.2]\'',mezczyzna,11,1800,0,143,48,zly
500,'\'(55.2-67.6]\'',kobieta,13,3251,0,140,48,dobry
300,'\'(30.4-42.8]\'',kobieta,12,1896,0,15,16,dobry
900,'\'(55.2-67.6]\'',kobieta,17,684,6,192,48,dobry
575.64,'\'(42.8-55.2]\'',mezczyzna,11,3200,6,191,48,dobry
400,'\'(55.2-67.6]\'',mezczyzna,11,2000,1,72,48,dobry
200,'\'(55.2-67.6]\'',kobieta,13,975,6,29,48,dobry
200,'\'(42.8-55.2]\'',mezczyzna,11,1460.17,3,63,48,dobry
400,'\'(67.6-inf)\'',kobieta,13,729.03,7,259,48,dobry
500,'\'(42.8-55.2]\'',mezczyzna,11,1320,6,344,48,dobry
235.97,'\'(55.2-67.6]\'',mezczyzna,12,1100,6,24,36,dobry
200,'\'(55.2-67.6]\'',kobieta,13,997,6,81,48,dobry
400,'\'(30.4-42.8]\'',mezczyzna,11,1800,0,107,48,dobry
282.28,'\'(42.8-55.2]\'',mezczyzna,11,1600,0,344,48,dobry
300,'\'(30.4-42.8]\'',kobieta,12,1027,6,11,48,dobry
500,'\'(42.8-55.2]\'',mezczyzna,12,600,7,11,27,dobry
200,'\'(30.4-42.8]\'',kobieta,12,599.03,5,21,21,dobry
289.72,'\'(42.8-55.2]\'',kobieta,16,1045.6,7,14,48,dobry
400,'\'(55.2-67.6]\'',kobieta,13,1137.19,6,98,48,dobry
430,'\'(30.4-42.8]\'',mezczyzna,11,2470,3,68,48,dobry
300,'\'(55.2-67.6]\'',mezczyzna,13,2110,0,103,48,dobry
300,'\'(42.8-55.2]\'',kobieta,17,864.6,0,4,7,dobry
400,'\'(42.8-55.2]\'',kobieta,13,1213,1,52,48,dobry
500,'\'(67.6-inf)\'',kobieta,13,1253,0,240,48,zly
200,'\'(55.2-67.6]\'',kobieta,11,983.97,0,80,48,zly
550,'\'(42.8-55.2]\'',kobieta,12,1675,6,11,11,dobry
500,'\'(67.6-inf)\'',mezczyzna,13,2609,0,193,48,dobry
400,'\'(55.2-67.6]\'',kobieta,13,1425,0,81,48,dobry
465.37,'\'(30.4-42.8]\'',kobieta,98,4000,6,21,48,dobry
530,'\'(30.4-42.8]\'',mezczyzna,11,2050,1,120,48,dobry
300,'\'(30.4-42.8]\'',mezczyzna,11,1800,6,167,48,dobry
400,'\'(42.8-55.2]\'',kobieta,12,1000,0,47,48,dobry
292.28,'\'(55.2-67.6]\'',kobieta,13,1244.77,0,41,48,zly
600,'\'(42.8-55.2]\'',kobieta,12,1350,0,24,24,dobry
200,'\'(30.4-42.8]\'',mezczyzna,11,2000,0,7,48,dobry
1000,'\'(42.8-55.2]\'',kobieta,11,5800,6,56,48,dobry
500,'\'(42.8-55.2]\'',kobieta,11,1414,0,9,48,zly
248.57,'\'(55.2-67.6]\'',mezczyzna,13,1559,1,73,48,dobry
600,'\'(67.6-inf)\'',kobieta,13,2534,0,129,48,dobry
200,'\'(-inf-30.4]\'',kobieta,16,387,0,11,48,zly
200,'\'(67.6-inf)\'',kobieta,13,730,5,563,48,dobry
500,'\'(42.8-55.2]\'',mezczyzna,11,2011,0,213,48,dobry
693.7,'\'(30.4-42.8]\'',kobieta,11,1900,2,210,48,dobry
400,'\'(30.4-42.8]\'',kobieta,11,980.11,3,47,48,dobry
300,'\'(42.8-55.2]\'',mezczyzna,12,1210,0,9,9,zly
282.68,'\'(42.8-55.2]\'',kobieta,12,1050,5,36,36,dobry
200,'\'(42.8-55.2]\'',kobieta,99,598,0,5,6,dobry
300,'\'(42.8-55.2]\'',kobieta,11,1400,0,27,48,dobry
470,'\'(67.6-inf)\'',kobieta,13,1800,1,119,48,zly
400,'\'(55.2-67.6]\'',mezczyzna,12,1650,0,3,26,zly
300,'\'(42.8-55.2]\'',mezczyzna,13,3900,7,32,48,dobry
500,'\'(42.8-55.2]\'',mezczyzna,11,2400,0,254,48,dobry
400,'\'(42.8-55.2]\'',mezczyzna,11,4000,7,12,48,dobry
300,'\'(67.6-inf)\'',kobieta,13,1412,0,206,48,dobry
200,'\'(55.2-67.6]\'',kobieta,11,1172.2,6,39,48,dobry
300,'\'(67.6-inf)\'',mezczyzna,13,1295.37,2,309,48,dobry
300,'\'(30.4-42.8]\'',kobieta,12,1200,6,11,14,dobry
200,'\'(67.6-inf)\'',mezczyzna,13,1700,1,16,48,dobry
500,'\'(67.6-inf)\'',mezczyzna,13,1700,6,16,48,dobry
437.15,'\'(55.2-67.6]\'',kobieta,13,1362,6,58,48,dobry
537.15,'\'(55.2-67.6]\'',kobieta,13,962,2,67,48,dobry
242.28,'\'(55.2-67.6]\'',kobieta,13,1350,5,113,48,dobry
300,'\'(67.6-inf)\'',kobieta,13,729.03,0,259,48,dobry
500,'\'(42.8-55.2]\'',mezczyzna,13,864.34,1,158,48,dobry
200,'\'(67.6-inf)\'',kobieta,16,959.6,6,117,48,dobry
300,'\'(42.8-55.2]\'',mezczyzna,12,1037.34,0,127,48,zly
401.3,'\'(42.8-55.2]\'',mezczyzna,12,1574.45,0,33,35,dobry
600,'\'(42.8-55.2]\'',kobieta,11,2800,6,321,48,dobry
400,'\'(55.2-67.6]\'',mezczyzna,11,1842.86,5,10,48,dobry
879.43,'\'(30.4-42.8]\'',mezczyzna,12,1500,3,35,35,dobry
326.78,'\'(30.4-42.8]\'',mezczyzna,11,1261.98,6,38,48,dobry
700,'\'(42.8-55.2]\'',kobieta,98,1357,0,3,48,zly
200,'\'(-inf-30.4]\'',mezczyzna,17,985,7,15,17,dobry
300,'\'(55.2-67.6]\'',kobieta,13,611,5,141,48,dobry
500,'\'(67.6-inf)\'',kobieta,13,1248,0,252,48,dobry
500,'\'(55.2-67.6]\'',kobieta,13,1000,6,70,48,dobry
300,'\'(42.8-55.2]\'',mezczyzna,12,1000,4,45,48,dobry
202.28,'\'(55.2-67.6]\'',mezczyzna,11,3000,7,214,48,dobry
292.28,'\'(67.6-inf)\'',kobieta,13,1239.98,4,257,48,dobry
400,'\'(42.8-55.2]\'',mezczyzna,11,1300,0,36,48,dobry
423.23,'\'(30.4-42.8]\'',mezczyzna,11,2700,6,17,48,dobry
600,'\'(42.8-55.2]\'',kobieta,11,1443,1,36,48,dobry
400,'\'(42.8-55.2]\'',kobieta,12,1700,7,57,48,dobry
200,'\'(55.2-67.6]\'',mezczyzna,11,1800,0,163,48,dobry
204.78,'\'(-inf-30.4]\'',mezczyzna,11,1888.27,1,79,48,dobry
500,'\'(55.2-67.6]\'',mezczyzna,13,740,0,253,48,zly
200,'\'(67.6-inf)\'',kobieta,13,616,6,248,48,dobry
600,'\'(42.8-55.2]\'',mezczyzna,12,3500,1,189,48,dobry
500,'\'(55.2-67.6]\'',kobieta,13,955,0,3,48,zly
600,'\'(55.2-67.6]\'',kobieta,13,1050,7,141,48,dobry
200,'\'(67.6-inf)\'',kobieta,13,722.05,6,199,48,dobry
900,'\'(-inf-30.4]\'',kobieta,11,1440,0,24,48,zly
800,'\'(55.2-67.6]\'',mezczyzna,12,2500,5,7,10,dobry
600,'\'(30.4-42.8]\'',kobieta,11,1290,6,21,48,dobry
360.31,'\'(30.4-42.8]\'',kobieta,11,2927,5,203,48,dobry
200,'\'(55.2-67.6]\'',kobieta,13,1440,0,156,48,zly
300,'\'(55.2-67.6]\'',kobieta,13,1428.55,0,139,48,dobry
300,'\'(-inf-30.4]\'',mezczyzna,11,1590,1,55,48,dobry
700,'\'(42.8-55.2]\'',kobieta,12,830.46,5,47,48,dobry
563.44,'\'(67.6-inf)\'',mezczyzna,13,2000,1,47,48,zly
2000,'\'(55.2-67.6]\'',mezczyzna,98,20000,0,132,48,dobry
300,'\'(67.6-inf)\'',kobieta,13,1442.43,2,143,48,dobry
200,'\'(67.6-inf)\'',kobieta,13,785,3,66,48,dobry
200,'\'(-inf-30.4]\'',mezczyzna,12,1400,1,3,4,dobry
500,'\'(55.2-67.6]\'',mezczyzna,16,1770,7,91,48,dobry
400,'\'(67.6-inf)\'',mezczyzna,13,1870,2,87,48,dobry
400,'\'(55.2-67.6]\'',kobieta,12,1320,0,11,35,dobry
300,'\'(30.4-42.8]\'',kobieta,11,1228,0,36,48,dobry
500,'\'(67.6-inf)\'',kobieta,13,1200,6,121,48,dobry
200,'\'(67.6-inf)\'',kobieta,13,1200,0,121,48,dobry
400,'\'(42.8-55.2]\'',mezczyzna,11,1800,3,261,48,dobry
200,'\'(-inf-30.4]\'',kobieta,12,1100,3,17,17,dobry
300,'\'(-inf-30.4]\'',kobieta,11,2300,0,24,48,dobry
300,'\'(42.8-55.2]\'',mezczyzna,11,1300,0,454,48,dobry
290.88,'\'(55.2-67.6]\'',kobieta,13,1090.14,6,77,48,dobry
830,'\'(55.2-67.6]\'',kobieta,13,1977,4,57,48,zly
500,'\'(42.8-55.2]\'',mezczyzna,13,1500,1,88,48,dobry
300,'\'(67.6-inf)\'',kobieta,13,1000,0,213,48,dobry
600,'\'(42.8-55.2]\'',kobieta,11,1300,1,70,48,dobry
300,'\'(55.2-67.6]\'',kobieta,13,1014,1,185,48,dobry
200,'\'(30.4-42.8]\'',kobieta,12,1032.34,6,7,11,zly
437.15,'\'(55.2-67.6]\'',kobieta,13,820,1,33,48,dobry
400,'\'(-inf-30.4]\'',mezczyzna,99,1500,0,5,7,dobry
600,'\'(42.8-55.2]\'',kobieta,11,1700,0,207,48,dobry
200,'\'(42.8-55.2]\'',mezczyzna,99,1400,0,18,19,dobry
345.97,'\'(42.8-55.2]\'',kobieta,11,1721.7,7,122,48,dobry
400,'\'(42.8-55.2]\'',kobieta,11,1764,0,66,48,dobry
314.15,'\'(30.4-42.8]\'',kobieta,11,2709.34,7,183,48,dobry
200,'\'(55.2-67.6]\'',kobieta,13,992.96,3,14,48,dobry
350,'\'(67.6-inf)\'',kobieta,11,1348.95,1,116,48,dobry
1000,'\'(55.2-67.6]\'',mezczyzna,13,3600,1,88,48,dobry
400,'\'(42.8-55.2]\'',mezczyzna,11,3300,0,239,48,dobry
300,'\'(42.8-55.2]\'',kobieta,16,685,0,43,48,zly
300,'\'(55.2-67.6]\'',kobieta,13,810,7,35,48,dobry
1000,'\'(42.8-55.2]\'',mezczyzna,11,2700,0,17,48,zly
300,'\'(30.4-42.8]\'',kobieta,12,1382,0,23,23,dobry
400,'\'(-inf-30.4]\'',mezczyzna,12,1000,0,11,47,zly
300,'\'(55.2-67.6]\'',kobieta,11,1680,6,387,48,dobry
350,'\'(55.2-67.6]\'',kobieta,13,1500,0,48,48,dobry
500,'\'(55.2-67.6]\'',kobieta,13,1240,3,72,48,dobry
300,'\'(-inf-30.4]\'',kobieta,11,1600,0,54,48,zly
300,'\'(-inf-30.4]\'',mezczyzna,12,952.89,2,25,26,dobry
290,'\'(55.2-67.6]\'',kobieta,13,1280,7,19,48,dobry
300,'\'(55.2-67.6]\'',kobieta,13,1400,0,120,48,dobry
200,'\'(55.2-67.6]\'',mezczyzna,13,1611,1,143,48,dobry
297.28,'\'(42.8-55.2]\'',kobieta,11,1077.49,1,374,48,dobry
450,'\'(55.2-67.6]\'',mezczyzna,13,3900,0,116,48,dobry
400,'\'(55.2-67.6]\'',kobieta,13,1800,1,71,48,dobry
250,'\'(-inf-30.4]\'',mezczyzna,12,1500,1,8,11,dobry
800,'\'(55.2-67.6]\'',kobieta,13,5100,2,30,48,dobry
600,'\'(30.4-42.8]\'',kobieta,98,5000,2,86,48,dobry
500,'\'(55.2-67.6]\'',kobieta,13,1300,0,32,48,dobry
500,'\'(42.8-55.2]\'',kobieta,11,3000,1,95,48,dobry
400,'\'(55.2-67.6]\'',kobieta,13,1300,0,36,48,dobry
500,'\'(42.8-55.2]\'',kobieta,11,1700,6,308,48,dobry
400,'\'(55.2-67.6]\'',kobieta,13,850,6,69,48,dobry
392.82,'\'(42.8-55.2]\'',mezczyzna,11,1400,1,41,48,dobry
200,'\'(55.2-67.6]\'',kobieta,13,984,2,13,48,dobry
200,'\'(67.6-inf)\'',kobieta,13,965,6,247,48,dobry
300,'\'(42.8-55.2]\'',mezczyzna,11,2100,2,52,48,dobry
400,'\'(67.6-inf)\'',kobieta,13,1900,3,123,48,dobry
389.72,'\'(42.8-55.2]\'',kobieta,98,3000,3,87,48,dobry
200,'\'(42.8-55.2]\'',mezczyzna,11,2094.17,3,243,48,dobry
478.6,'\'(42.8-55.2]\'',kobieta,11,2245.01,1,148,48,dobry
400,'\'(30.4-42.8]\'',mezczyzna,11,1186,0,12,48,dobry
200,'\'(55.2-67.6]\'',kobieta,13,744.07,0,15,48,dobry
339.72,'\'(67.6-inf)\'',mezczyzna,13,1162.41,1,106,48,dobry
300,'\'(55.2-67.6]\'',kobieta,16,1132,3,99,48,zly
830,'\'(55.2-67.6]\'',kobieta,13,1400,2,248,48,dobry
500,'\'(55.2-67.6]\'',mezczyzna,13,1900,7,152,48,dobry
200,'\'(-inf-30.4]\'',mezczyzna,17,728,7,102,48,dobry
330.1,'\'(55.2-67.6]\'',kobieta,13,1668,7,93,48,dobry
389.72,'\'(30.4-42.8]\'',mezczyzna,11,1058,2,16,48,dobry
500,'\'(55.2-67.6]\'',mezczyzna,11,2100,6,189,48,dobry
500,'\'(55.2-67.6]\'',mezczyzna,13,1553,0,111,48,dobry
200,'\'(55.2-67.6]\'',mezczyzna,13,12220,5,73,48,dobry
500,'\'(42.8-55.2]\'',mezczyzna,11,2500,1,376,48,dobry
200,'\'(42.8-55.2]\'',kobieta,99,1100,4,54,48,dobry
500,'\'(42.8-55.2]\'',kobieta,11,1800,7,55,48,dobry
400,'\'(-inf-30.4]\'',mezczyzna,98,1200,0,18,48,dobry
515.96,'\'(55.2-67.6]\'',kobieta,13,1801.41,2,40,48,dobry
200,'\'(67.6-inf)\'',kobieta,13,865,7,130,48,dobry
700,'\'(30.4-42.8]\'',kobieta,11,3100,2,123,48,dobry
700,'\'(30.4-42.8]\'',kobieta,11,3178.76,2,123,48,dobry
400,'\'(55.2-67.6]\'',kobieta,13,1400,0,48,48,dobry
300,'\'(-inf-30.4]\'',mezczyzna,12,3400,0,19,38,dobry
378.91,'\'(67.6-inf)\'',kobieta,13,1291.18,7,81,48,dobry
300,'\'(55.2-67.6]\'',mezczyzna,13,2000,0,36,48,dobry
500,'\'(30.4-42.8]\'',mezczyzna,11,3898,2,183,48,dobry
600,'\'(67.6-inf)\'',mezczyzna,13,2547,1,197,48,dobry
300,'\'(42.8-55.2]\'',mezczyzna,99,784,0,2,12,zly
300,'\'(-inf-30.4]\'',kobieta,12,1500,6,6,18,dobry
299.23,'\'(42.8-55.2]\'',kobieta,11,1400,3,163,48,dobry
500,'\'(42.8-55.2]\'',kobieta,12,1600,0,12,17,dobry
500,'\'(-inf-30.4]\'',kobieta,12,1447,7,24,36,dobry
349.66,'\'(55.2-67.6]\'',mezczyzna,13,1601.87,3,47,48,dobry
300,'\'(42.8-55.2]\'',kobieta,16,1740,0,116,48,dobry
206,'\'(-inf-30.4]\'',mezczyzna,12,1521,3,22,30,dobry
300,'\'(42.8-55.2]\'',kobieta,11,992.84,7,123,48,dobry
300,'\'(67.6-inf)\'',kobieta,13,1167.94,2,371,48,dobry
200,'\'(42.8-55.2]\'',kobieta,11,1400,7,119,48,dobry
300,'\'(42.8-55.2]\'',mezczyzna,11,1360,3,122,48,dobry
300,'\'(55.2-67.6]\'',mezczyzna,11,2100,0,32,48,zly
700,'\'(55.2-67.6]\'',kobieta,13,1872,7,37,48,dobry
527.15,'\'(67.6-inf)\'',kobieta,13,951,6,164,48,dobry
773.72,'\'(55.2-67.6]\'',kobieta,13,860,1,82,48,dobry
300,'\'(67.6-inf)\'',kobieta,13,1536,2,38,48,dobry
1000,'\'(67.6-inf)\'',kobieta,13,2291,3,73,48,dobry
200,'\'(42.8-55.2]\'',kobieta,16,749.28,7,67,48,dobry
387.15,'\'(67.6-inf)\'',kobieta,16,1401,1,77,48,dobry
400,'\'(55.2-67.6]\'',mezczyzna,16,1473.04,4,167,48,dobry
200,'\'(55.2-67.6]\'',kobieta,98,980,6,12,48,dobry
300,'\'(42.8-55.2]\'',kobieta,12,1038.68,3,23,26,dobry
300,'\'(67.6-inf)\'',mezczyzna,13,1426,7,79,48,dobry
342.86,'\'(55.2-67.6]\'',kobieta,13,1087,1,73,48,dobry
